B 6;Span YIN;Motor;electric;50ZYT02N2426-2;buc;1;antrenare valt cu spirala;;;
B 6;Span YIN;Motor pas cu pas;electric;STP-59D50 46;buc;1;deplasare cutit stinga/drepta;;;
B 6;Span YIN;PLC Omron;electric;CP1L-M60DT;buc;1;;;;
C 9;Span YIN;Conector electric cu perii;electric;;buc;3;;;;
D10;Span YIN;Piston electro-mecanic;mec;LAM1-1-1-150-24;buc;1;ridicare cuva;;;
D 5;Span YIN;Contactor;electric;CDS36-2L;buc;1;DELIXI pt. pompe masa spanuit;;;
D 7;Span YIN;Curea;mec;S5M 475;buc;2;;;;
D 7;Span YIN;Curea;mec;S8M 19521;buc;3;;;;
D 7;Span YIN;Curea;mec;HTD5M-30-4530;buc;2;2X 4.5 metri;;;
E 9;Span YIN;Actuator;electric;LAM1-1-150-24;buc;2;;;;
E 9;Span YIN;Actuator;electric;JC35D-2-12-24-160-335-4S-H-G;buc;1;;;;
E 9;Span YIN;Aparatoare motor coborire cutit;mec;;buc;1;;;;
E 9;Span YIN;Arc;mec;53.001.010.0710;buc;4;;;;
E 9;Span YIN;Brida OL;mec;53.009.010.0883;buc;7;;;;
E 9;Span YIN;Curea;mec;ϕ5 X 350;buc;3;la valturi;;;
E 9;Span YIN;Curea danturata pt. encoder;mec;;lung;9;metri;;;
E 9;Span YIN;Curea motor;mec;M5 1050;buc;2;;;;
E 9;Span YIN;Flansa bronz prindere cutit;mec;;buc;2;;;;
E 9;Span YIN;Sensor optic;electric;TL-N10ME1;buc;1;OMRON pt origine;;;
E 9;Span YIN;Suport Al electromagnet actionare piatra ascutire;mec;SO.09.35;buc;1;;;;
A 2;Span YIN;Sensor optic;electric;HG2-M18-R03N0;buc;1;;;;
A 2;Span YIN;PTC   RL30- 250;electric;RL 30 - 250;buc;2;;;;
A 2;Span YIN;Contactor ABB A9D-30-10;electric;A9D-30-10;buc;1;ABB;;;
A 2;Span YIN;Rezistor de putere 30 W 10 Ohm;electric;30 W 10 Ohm;buc;1;;;;
A 2;Span YIN;Perie alimentare el cutit (perie cilindrica);electric;610.020.050.005;buc;2;;;;
A 2;Span YIN;Surub spanuitor SD09-39-2;mec;SD09-39-2;buc;2;;;;
A 2;Span YIN;Arc pt electromagnet ascutire cutit;mec;;buc;4;;;;
A 2;Span YIN;Intinzator de curea;mec;fi 35 x 37 lung;buc;1;;;;
C 6;Tetas;Ansamblu bara deplasare (joystick);mec;;buc;1;;;;
C 6;Tetas;Ansamblu tija prindere piatra de ascutire;electric;;buc;1;;;;
C 6;Tetas;Arc maneta spanuitor;mec;;buc;3;;;;
C 6;Tetas;Contracutit;mec;;buc;8;model vechi;;;
C 6;Tetas;Contracutit;mec;;buc;11;model nou;;;
